rpm,phi,rgf,p_ivc_bar,misfire,error,theta_IGN,theta_25,theta_50,theta_75,theta_90,C_eff,T_peak_K,P_TDC_bar,phi_prime,gamma_ivc,IMEP_bar
827.2114485176909,0.40098987059863206,0.4074017415307622,2.1169689590500553,False,,-21.62585025364042,-14.956499297849387,-13.2034394799686,-11.999851339478377,-11.259179480395554,0.9999999999987481,1815.9099792047639,66.3708557942729,0.23762589898055436,1.3640995293199816,6.134776223292308
2976.5476245406153,0.2215712832727203,0.28901041175142905,2.3756392759160585,False,,-17.30226585178081,-9.758984674806605,-7.235550277218742,-5.0253214132343835,-3.3765177580424037,0.9999999951312954,1521.835491145101,76.18093318930804,0.15753487546177888,1.3730674885477114,4.831849000958894
1860.4648015858966,0.4531624409494244,0.5921120251672458,2.0209063054448433,False,,-16.466045444478645,-9.216984561028177,-6.701867636766812,-4.556015008252527,-3.0139544981332835,0.9999999989419819,1612.1024954464103,63.259355725866584,0.1848395103091283,1.3633492446030333,4.726953473088129
2348.897386145649,0.4975954478584997,0.27557212931665104,1.605807065127125,False,,-15.220137065795152,-7.174786520898444,-4.622270265045332,-2.748834176666997,-1.621697044230547,1.0,2103.00053300673,49.52967524843761,0.3604720107538603,1.3576915195666872,7.252256693818548
2297.3717202993703,0.6917370632971995,0.3173186939068431,2.355840971549178,False,,-30.996736459150263,-10.921491666969544,-8.464355442984457,-7.145246836132354,-6.49088681081883,1.0,2339.4226806923643,70.98126717798787,0.47223596184477695,1.3484359433677264,13.318849579309717
2130.7974467138683,0.3313714218586429,0.3863850226039216,2.0758007522162423,False,,-17.220290508543407,-10.09289106659592,-7.7631130157184876,-5.862349739937221,-4.550626367933205,0.9999999983080472,1712.4227680372605,65.6746882562162,0.20333446753349751,1.3675858788278248,5.44159385975593
2209.669121865659,0.29020559877045465,0.5039970527463831,1.9675789749441706,False,,-16.959760261670926,-9.622546641081756,-7.011149338219356,-4.650825680730577,-2.840051821194793,0.9999988571274753,1417.185247931233,62.74091409751932,0.14394283229964613,1.3706201895695063,3.325082873050035
1870.575918046182,0.5438303025706734,0.35313899086103645,2.233982701349725,True,,,,,,,,,,,,
3371.601317027402,0.5321378474298308,0.5317800494900625,2.093467102806086,False,,-13.68631215456717,-5.155866169193421,-1.932803946414532,0.9291005227194451,2.9997266048841857,0.9999999999040742,1729.8052095500173,64.77906072709352,0.24915755658806005,1.3589640243105845,6.478457576137307
3899.6287095998246,0.7060037764174398,0.37502615594808186,2.0675050819809675,False,,-20.563697403866303,-4.663941996683202,-1.2171311542085559,1.1842063839968116,2.565876540692768,1.0,2230.9877719476267,62.309392142718686,0.4412338940627783,1.3486346413992911,11.049896343551817
3228.500367048264,0.6394013320574945,0.38960965478033294,1.2489036373511153,False,,-11.33678045430577,-1.0051217039895715,3.8342074085478317,8.875342584265429,12.885898630686054,0.9996140500890897,1967.8538800218826,37.98275529475339,0.39028439980848906,1.3520144914492442,5.491398903426901
3788.36993430998,0.28781047981400626,0.442055600590742,1.9033789286415326,False,,-14.516294468097177,-6.45415238692063,-3.2108967458551403,0.019244545580243327,2.720341788745261,0.9995990911783523,1288.763129095282,60.60425115741471,0.16058224530351609,1.3703195578782612,2.450893050075531
2656.954879526079,0.4734278000989787,0.3694746278379166,1.3231527078432226,False,,-13.775348354547095,-5.259417030342092,-1.949381782994116,0.9716970621672374,2.989928352430616,0.9999999999999809,1903.8371255448449,41.05416431500368,0.298508239849285,1.3599867286288558,4.952172796460121
2785.2535182599227,0.2453193000658077,0.337398995020302,1.0815078804484433,False,,-15.09576158873407,-6.742229281027182,-3.2676514242364347,0.3369203597561392,3.481485644845918,0.9958059832140652,1275.0846795378902,34.57528648406826,0.16254881476452027,1.3719806564098695,1.3544501162045672
1555.7903123989192,0.3179069584960481,0.42408559527952716,1.9791096073336425,False,,-18.670971924867057,-11.641712030371812,-9.436832134296461,-7.654419038190026,-6.419874101036082,1.0,1660.80993617729,62.76513432688721,0.1830871967587476,1.3685923816301069,4.644954001751737
2949.9637473738444,0.7150668422753785,0.5076074658799878,1.175610066749952,False,,-18.28463532630651,-2.0994971726263905,3.4180068796375154,9.84755984391043,16.221621911905693,0.9557241057115186,1108.7405547824603,35.58961123296455,0.3520935745331687,1.3502743645562498,1.3447273728247295
2497.7696597779136,0.7905081672631924,0.3807915595097645,1.0091183132386228,False,,-34.39037848268986,-3.228291136098689,1.9220793395855993,6.562639761417298,9.70303501166154,0.9999999999999989,2242.993840946933,30.138883477163045,0.4894893294458356,1.3448087679492222,5.678800735750711
1184.2646427904451,0.649524754012178,0.4179461143332529,1.9478588586988401,False,,-17.74411767977886,-10.907397628858865,-9.072119462757554,-7.912057809386201,-7.2327397855502085,1.0,2117.673020383023,59.23263272499672,0.3780584069095263,1.351936303016108,8.83770626951396
3783.507237940879,0.42074733160404615,0.5245430870533626,2.460975979020811,False,,-14.652872404797995,-6.407802427910919,-3.397695087818683,-0.6880258919420003,1.339752247322656,0.9999994887105003,1555.435827022322,77.1929806224363,0.20004722741499495,1.364221376578747,6.144912504548429
1072.4633572098787,0.7460244258050848,0.4035132431239422,1.69683270807701,False,,-45.736812940477556,-17.34199309517149,-14.061635822773013,-12.553143646560867,-11.841109565060778,1.0,2281.5241880662047,51.023384242493925,0.4449936902987982,1.3472221265055673,8.64005559927917
2338.6152695615338,0.27540779052242226,0.49739568654856164,1.0611176448625486,False,,-15.323467869460616,-7.090050917475285,-3.634544891583001,0.004708135535583136,3.26745195161754,0.9936843668660021,1223.407350414286,33.855048452689026,0.1384211434746996,1.3713447945093307,0.9592127389430968
1770.9797866674874,0.6065695181744728,0.5766256577137047,2.044321025476978,False,,-15.826705432301313,-8.427646153062922,-5.9916970881803975,-4.077655118841461,-2.814626736422028,0.9999999999997478,1795.2977194640714,62.805077136849,0.25680597080803247,1.3561253130018223,6.50102748086101
3546.7457424576646,0.5106039998784613,0.2590536385404532,2.1020387927542385,False,,-14.166477642179451,-5.789190983013274,-3.118616902833969,-1.1967188957416002,-0.05288178912373179,1.0,2142.999916811774,64.69421505964779,0.3783301758566368,1.3568164824228353,9.970905866867831
3410.4954791500963,0.2600044763476288,0.33111438421297823,1.779373437305515,False,,-15.358123262133375,-7.3494560849042605,-4.320153400461586,-1.4614939350277716,0.7915399787622961,0.9999895093847606,1431.100884686326,56.786402595913685,0.17391325426916582,1.3711153864816317,3.5059274942692342
3516.1860833288893,0.5011161602965389,0.232672652575957,1.613617022160864,False,,-13.226259634126425,-4.3124892611198575,-1.1328713058605535,1.368024176797854,2.9169755215573385,0.9999999999999821,2140.3441376012966,49.68396770946082,0.38452013403166474,1.3570180869194841,7.751859491993272
3624.25491394709,0.2305148330055169,0.2799033349893184,2.496989649274486,False,,-16.55142581058754,-8.821115773926051,-6.178346161835036,-3.840781246848967,-2.0828134707646644,0.9999999699629539,1516.2184566375618,79.99442801639245,0.1659929624827669,1.372498822822777,5.289460695193685
2861.38344576057,0.6208100989067231,0.4031994956681765,1.8974777236160119,False,,-13.773231159397739,-5.275252080609349,-2.4429246221932326,-0.3171996667951069,0.989536451288079,1.0,2082.628300146843,57.884343636556444,0.3704997801218216,1.353095572138986,8.662895975103769
